Date,Hammer Time,Open,High,Low,Close,Previous 1Hr Fall,Max Move Next 30 Min,SL Hit,SL Hit Time
2020-03-05,2020-03-05 11:10:00,28978.8,28994.2,28905.8,28956.6,497.1,148.8,False,
2020-03-05,2020-03-05 14:55:00,28859.8,28869.5,28813.6,28868.1,217.3,19.5,True,2020-03-05 15:10:00
2020-03-06,2020-03-06 11:15:00,27500.4,27500.4,27448.2,27485.2,221.5,95.1,False,
2020-03-06,2020-03-06 12:50:00,27656.1,27658.9,27616.2,27642.8,267.4,312.8,False,
2020-03-06,2020-03-06 13:30:00,27821.5,27848.9,27776.9,27835.4,403.0,211.8,False,
2020-03-06,2020-03-06 14:40:00,27818.1,27828.1,27774.2,27805.9,348.4,142.5,False,
2020-03-09,2020-03-09 12:55:00,26460.5,26462.2,26032.0,26382.1,353.5,35.7,True,2020-03-09 13:25:00
2020-03-11,2020-03-11 10:30:00,26365.5,26365.5,26279.9,26345.7,496.6,109.4,False,
2020-03-12,2020-03-12 11:05:00,24180.8,24260.4,24013.4,24239.8,803.9,305.9,False,
2020-03-12,2020-03-12 11:20:00,24394.0,24398.2,24271.9,24362.5,947.4,183.2,True,2020-03-12 11:35:00
2020-03-12,2020-03-12 14:40:00,23815.6,23905.1,23536.3,23881.4,893.1,115.0,False,
